Unnamed: 0,Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
23,Sjeng Schalken,272.3,73.9%,66.2%,54.2%,77.3%,2.5,1.8,2004,serve,,,,,
24,Thomas Johansson,272.0,55.2%,76.5%,51.6%,81.5%,9.3,2.1,2004,serve,,,,,
25,Gregory Carraz,271.5,61.9%,75.7%,47.0%,82.9%,10.1,6.1,2004,serve,,,,,
26,Dominik Hrbaty,270.9,64.0%,71.5%,53.1%,80.7%,4.5,2.9,2004,serve,,,,,
27,Antony Dupuis,270.7,59.4%,73.4%,51.9%,80.9%,7.5,2.4,2004,serve,,,,,
28,Victor Hanescu,270.3,67.1%,69.1%,50.1%,79.8%,6.5,2.3,2004,serve,,,,,
29,Robin Soderling,269.9,61.2%,73.0%,50.3%,81.1%,7.0,2.7,2004,serve,,,,,
30,Jan-Michael Gambill,269.3,58.7%,76.2%,46.4%,79.4%,11.7,3.1,2004,serve,,,,,
31,Kenneth Carlsen,269.0,60.9%,73.5%,49.9%,80.3%,7.5,3.1,2004,serve,,,,,
32,Sebastien Grosjean,268.9,51.6%,76.7%,53.0%,82.8%,6.8,2.0,2004,serve,,,,,
33,Luis Horna,268.5,67.2%,70.1%,49.7%,79.5%,4.5,2.5,2004,serve,,,,,
34,Tommy Haas,268.3,57.8%,74.6%,51.5%,82.1%,5.7,3.4,2004,serve,,,,,
35,Lleyton Hewitt,268.0,54.5%,75.2%,53.4%,82.3%,6.2,3.6,2004,serve,,,,,
36,Paradorn Srichaphan,267.5,59.6%,72.9%,51.1%,80.7%,6.2,3.0,2004,serve,,,,,
37,Fernando Gonzalez,267.3,59.8%,74.3%,50.4%,80.5%,6.1,3.8,2004,serve,,,,,
38,Rafael Nadal,266.6,69.9%,66.6%,53.9%,76.9%,1.3,2.0,2004,serve,,,,,
39,Radek Stepanek,265.8,62.1%,73.1%,48.2%,79.7%,6.3,3.6,2004,serve,,,,,
40,Guillermo Coria,265.7,67.4%,68.8%,51.7%,78.0%,2.5,2.7,2004,serve,,,,,
41,Jiri Novak,265.3,64.3%,70.6%,49.5%,78.3%,4.4,1.8,2004,serve,,,,,
42,Mariano Zabaleta,265.3,61.8%,70.4%,53.1%,79.1%,3.8,2.9,2004,serve,,,,,
43,Guillermo Canas,265.1,58.9%,72.1%,53.0%,79.7%,4.8,3.4,2004,serve,,,,,
44,Agustin Calleri,265.0,56.5%,73.8%,50.3%,80.2%,7.5,3.3,2004,serve,,,,,
45,Hicham Arazi,263.6,62.2%,68.2%,52.5%,78.3%,4.3,1.9,2004,serve,,,,,
46,Gustavo Kuerten,263.6,55.4%,73.6%,50.2%,79.0%,8.2,2.8,2004,serve,,,,,
47,Nicolas Kiefer,262.6,54.6%,77.2%,47.9%,79.4%,7.3,3.8,2004,serve,,,,,
48,Nikolay Davydenko,262.3,66.5%,69.1%,49.1%,77.0%,3.3,2.7,2004,serve,,,,,
49,Tommy Robredo,262.1,60.0%,71.1%,50.8%,79.0%,4.3,3.1,2004,serve,,,,,
50,Florian Mayer,261.5,60.8%,69.2%,52.2%,77.3%,4.6,2.6,2004,serve,,,,,
1,Andy Roddick,300.0,61.7%,80.1%,57.9%,91.4%,11.1,2.2,2003,serve,,,,,
2,Max Mirnyi,287.0,63.7%,77.0%,53.3%,87.3%,9.0,3.3,2003,serve,,,,,
3,Wayne Arthurs,285.3,57.1%,79.6%,53.5%,85.4%,14.3,4.6,2003,serve,,,,,
4,Younes El Aynaoui,284.8,66.2%,74.8%,50.3%,85.9%,10.4,2.8,2003,serve,,,,,
5,Roger Federer,284.4,59.4%,77.0%,55.9%,87.3%,7.8,3.0,2003,serve,,,,,
6,Ivan Ljubicic,282.1,55.7%,78.5%,52.4%,85.8%,13.0,3.3,2003,serve,,,,,
7,Mark Philippoussis,281.8,57.0%,80.0%,50.2%,84.8%,14.7,4.9,2003,serve,,,,,
8,Andre Agassi,280.2,62.2%,74.1%,55.2%,85.6%,5.5,2.4,2003,serve,,,,,
9,Mardy Fish,276.8,53.3%,79.9%,51.2%,85.3%,11.0,3.9,2003,serve,,,,,
10,Martin Verkerk,276.5,58.3%,77.4%,49.8%,82.7%,14.1,5.8,2003,serve,,,,,
11,Guillermo Coria,274.5,66.4%,69.2%,55.9%,82.0%,2.8,1.8,2003,serve,,,,,
12,Gustavo Kuerten,274.2,55.5%,76.2%,52.2%,83.8%,8.5,2.0,2003,serve,,,,,
13,Juan Carlos Ferrero,273.8,60.0%,72.8%,55.0%,83.3%,5.6,2.9,2003,serve,,,,,
14,Feliciano Lopez,273.8,58.0%,74.6%,52.9%,83.4%,8.4,3.5,2003,serve,,,,,
15,Robby Ginepri,272.7,60.8%,71.4%,53.7%,82.3%,7.6,3.1,2003,serve,,,,,
16,Taylor Dent,271.7,55.7%,78.0%,52.1%,83.7%,8.5,6.3,2003,serve,,,,,
17,Antony Dupuis,271.4,58.4%,73.3%,52.6%,81.2%,8.6,2.7,2003,serve,,,,,
18,Sjeng Schalken,270.0,67.6%,68.3%,54.8%,78.6%,2.7,2.0,2003,serve,,,,,
19,Sebastien Grosjean,269.3,52.4%,74.7%,54.6%,82.4%,6.9,1.7,2003,serve,,,,,
20,Carlos Moya,268.9,54.9%,74.8%,52.8%,83.1%,6.5,3.2,2003,serve,,,,,
21,Fernando Gonzalez,268.3,59.9%,73.3%,51.6%,81.3%,7.2,5.0,2003,serve,,,,,
22,Wayne Ferreira,268.2,57.4%,73.4%,51.0%,81.4%,7.5,2.5,2003,serve,,,,,
23,Radek Stepanek,268.0,61.4%,73.1%,49.7%,79.8%,7.0,3.0,2003,serve,,,,,
24,Paradorn Srichaphan,267.8,55.7%,75.3%,52.9%,80.9%,6.4,3.4,2003,serve,,,,,
25,Raemon Sluiter,266.9,61.1%,71.4%,51.0%,79.7%,7.0,3.3,2003,serve,,,,,
26,Jonas Bjorkman,266.5,57.8%,73.8%,51.0%,81.3%,5.5,2.9,2003,serve,,,,,
27,Jan-Michael Gambill,265.7,56.5%,75.3%,47.8%,79.2%,10.0,3.1,2003,serve,,,,,
28,Jiri Novak,265.0,65.4%,68.8%,51.3%,78.1%,3.7,2.3,2003,serve,,,,,
29,Albert Costa,264.6,60.9%,70.3%,51.3%,78.7%,6.1,2.7,2003,serve,,,,,
30,Kenneth Carlsen,264.5,58.6%,73.2%,49.6%,77.7%,8.3,2.9,2003,serve,,,,,
31,Lleyton Hewitt,263.7,51.6%,75.2%,53.5%,81.2%,6.2,4.0,2003,serve,,,,,
32,Tim Henman,262.8,58.9%,72.6%,50.9%,79.3%,4.8,3.7,2003,serve,,,,,
33,Mario Ancic,262.1,58.1%,71.9%,49.9%,78.1%,8.4,4.3,2003,serve,,,,,
34,Jarkko Nieminen,261.3,67.8%,66.1%,50.8%,75.2%,3.1,1.7,2003,serve,,,,,
35,Rainer Schuettler,261.0,60.0%,69.8%,52.8%,77.6%,3.5,2.7,2003,serve,,,,,
36,Hicham Arazi,260.6,59.8%,69.7%,52.8%,76.8%,3.0,1.5,2003,serve,,,,,
37,Dominik Hrbaty,260.5,60.0%,71.2%,50.5%,77.3%,4.5,3.0,2003,serve,,,,,
38,Tommy Robredo,260.5,68.8%,66.3%,50.3%,75.3%,2.7,2.9,2003,serve,,,,,
39,Nicolas Lapentti,260.2,61.7%,68.9%,50.2%,76.7%,4.9,2.2,2003,serve,,,,,
40,Sargis Sargsian,259.9,61.6%,69.4%,50.9%,77.3%,4.1,3.4,2003,serve,,,,,
41,Nicolas Massu,259.5,60.6%,69.9%,50.3%,77.5%,4.2,3.0,2003,serve,,,,,
42,Arnaud Clement,259.3,56.0%,71.9%,51.0%,77.3%,5.4,2.3,2003,serve,,,,,
43,Hyung-Taik Lee,258.9,63.6%,68.0%,51.4%,74.4%,3.5,2.0,2003,serve,,,,,
44,Agustin Calleri,258.7,53.3%,75.8%,48.3%,78.4%,6.8,3.9,2003,serve,,,,,
45,Xavier Malisse,258.4,52.3%,74.1%,51.2%,75.5%,8.5,3.2,2003,serve,,,,,
46,James Blake,258.3,60.4%,70.5%,49.6%,75.7%,5.0,2.9,2003,serve,,,,,
47,Luis Horna,258.2,66.8%,67.7%,47.8%,75.5%,3.5,3.1,2003,serve,,,,,
48,Thomas Enqvist,257.9,54.1%,75.1%,48.3%,77.3%,8.2,5.1,2003,serve,,,,,
49,Nikolay Davydenko,256.7,66.7%,64.3%,52.3%,72.8%,2.9,2.3,2003,serve,,,,,
50,Mariano Zabaleta,256.2,60.0%,68.8%,51.3%,75.7%,3.1,2.7,2003,serve,,,,,
1,Wayne Arthurs,294.5,57.5%,81.5%,53.7%,90.0%,17.1,5.3,2002,serve,,,,,
2,Greg Rusedski,291.7,60.4%,80.2%,54.8%,88.5%,11.9,4.1,2002,serve,,,,,
3,Andy Roddick,288.0,61.1%,78.6%,54.1%,87.6%,9.2,2.6,2002,serve,,,,,
4,Pete Sampras,286.1,58.9%,78.6%,52.3%,87.2%,14.5,5.4,2002,serve,,,,,
5,Andre Agassi,282.4,62.5%,74.6%,55.5%,86.7%,5.8,2.7,2002,serve,,,,,
6,Ivan Ljubicic,279.9,56.8%,77.2%,51.7%,84.1%,13.5,3.4,2002,serve,,,,,
7,Younes El Aynaoui,279.8,63.5%,74.3%,52.9%,83.6%,8.5,3.0,2002,serve,,,,,
8,Roger Federer,278.7,59.9%,75.5%,53.6%,85.7%,6.6,2.6,2002,serve,,,,,
9,Max Mirnyi,278.0,63.8%,74.0%,51.9%,82.8%,8.5,3.0,2002,serve,,,,,
10,Gustavo Kuerten,277.8,56.4%,76.5%,52.7%,85.0%,8.9,1.7,2002,serve,,,,,
11,Todd Martin,277.0,61.2%,75.8%,50.4%,83.8%,9.7,3.9,2002,serve,,,,,
12,Jan-Michael Gambill,273.7,55.3%,77.1%,50.8%,82.2%,11.3,3.0,2002,serve,,,,,
13,Marat Safin,273.7,57.7%,74.5%,52.3%,83.0%,8.3,2.1,2002,serve,,,,,
14,Feliciano Lopez,271.7,59.4%,74.8%,49.4%,82.5%,9.9,4.3,2002,serve,,,,,
15,Jiri Novak,270.8,66.1%,69.3%,52.8%,80.4%,4.0,1.8,2002,serve,,,,,
16,Carlos Moya,270.5,60.2%,73.8%,51.6%,82.5%,4.8,2.4,2002,serve,,,,,
17,Fernando Gonzalez,270.0,58.8%,75.7%,49.4%,83.7%,8.4,6.0,2002,serve,,,,,
18,Paradorn Srichaphan,269.0,55.5%,75.1%,53.2%,81.6%,6.9,3.3,2002,serve,,,,,
19,Wayne Ferreira,268.8,52.5%,75.8%,51.5%,81.9%,10.4,3.3,2002,serve,,,,,
20,Tommy Haas,268.4,55.2%,75.6%,52.2%,81.6%,8.5,4.7,2002,serve,,,,,
21,Guillermo Canas,268.2,59.4%,71.7%,54.0%,80.7%,5.1,2.7,2002,serve,,,,,
22,Albert Costa,268.1,63.3%,69.8%,53.1%,79.1%,4.4,1.6,2002,serve,,,,,
23,Andrei Pavel,267.9,64.6%,69.6%,51.7%,79.2%,4.8,2.0,2002,serve,,,,,
24,Thomas Johansson,266.9,52.4%,76.2%,51.4%,81.2%,8.6,2.9,2002,serve,,,,,
25,Tim Henman,266.7,63.5%,69.5%,52.3%,80.4%,3.3,2.3,2002,serve,,,,,
26,Sjeng Schalken,266.4,67.2%,69.3%,51.0%,78.7%,3.2,3.0,2002,serve,,,,,
27,Taylor Dent,266.3,59.9%,72.6%,51.6%,79.6%,7.1,4.5,2002,serve,,,,,
28,Marcelo Rios,266.2,60.5%,69.8%,52.6%,80.6%,5.5,2.8,2002,serve,,,,,
29,Julien Boutter,265.9,56.4%,74.0%,51.2%,80.1%,10.2,6.0,2002,serve,,,,,
30,Juan Carlos Ferrero,265.3,60.4%,70.6%,52.7%,79.4%,5.0,2.8,2002,serve,,,,,
31,Nicolas Escude,264.9,58.5%,74.6%,49.7%,78.7%,7.8,4.4,2002,serve,,,,,
32,Radek Stepanek,263.8,58.6%,73.3%,48.7%,79.0%,7.1,2.9,2002,serve,,,,,
33,Gaston Gaudio,263.2,62.5%,69.4%,52.3%,77.8%,4.0,2.8,2002,serve,,,,,
34,Paul-Henri Mathieu,262.7,51.6%,73.6%,53.8%,80.7%,5.8,2.8,2002,serve,,,,,
35,Kristian Pless,262.7,61.8%,68.8%,52.1%,77.3%,5.9,3.2,2002,serve,,,,,
36,Antony Dupuis,261.8,60.9%,70.6%,49.6%,77.2%,6.6,3.1,2002,serve,,,,,
37,Lleyton Hewitt,261.6,51.0%,74.2%,53.1%,80.2%,7.1,4.0,2002,serve,,,,,
38,Nicolas Lapentti,261.4,59.1%,72.8%,48.5%,76.8%,6.7,2.5,2002,serve,,,,,
39,Sebastien Grosjean,261.3,55.0%,71.2%,52.6%,79.1%,4.8,1.4,2002,serve,,,,,
40,Xavier Malisse,261.0,56.5%,72.1%,51.0%,77.4%,6.6,2.6,2002,serve,,,,,
41,Alex Corretja,260.6,56.7%,70.7%,53.0%,79.1%,4.2,3.1,2002,serve,,,,,
42,Agustin Calleri,260.3,57.1%,72.8%,50.8%,78.2%,4.7,3.3,2002,serve,,,,,
43,James Blake,259.8,59.3%,69.7%,50.2%,78.7%,4.4,2.5,2002,serve,,,,,
44,Jonas Bjorkman,259.1,57.8%,71.2%,50.8%,77.1%,5.0,2.8,2002,serve,,,,,
45,Yevgeny Kafelnikov,258.7,53.5%,74.8%,50.1%,78.4%,6.7,4.8,2002,serve,,,,,
46,Guillermo Coria,258.4,63.8%,67.3%,51.6%,74.2%,3.4,1.9,2002,serve,,,,,
47,Nicolas Massu,258.3,58.7%,70.7%,50.3%,77.2%,4.6,3.2,2002,serve,,,,,
48,Juan Ignacio Chela,258.1,55.1%,71.9%,52.4%,77.3%,4.7,3.3,2002,serve,,,,,
49,Mikhail Youzhny,257.8,64.2%,67.1%,50.0%,76.3%,2.7,2.5,2002,serve,,,,,
50,Arnaud Clement,257.7,58.1%,69.9%,51.1%,76.9%,4.5,2.8,2002,serve,,,,,
1,Andy Roddick,292.1,59.1%,79.1%,56.5%,90.4%,10.4,3.4,2001,serve,,,,,
2,Goran Ivanisevic,288.8,56.7%,81.5%,51.3%,87.5%,16.7,4.9,2001,serve,,,,,
3,Wayne Arthurs,287.0,53.3%,80.1%,55.7%,87.8%,15.5,5.4,2001,serve,,,,,
4,Patrick Rafter,287.0,64.9%,76.8%,53.4%,87.4%,8.0,3.5,2001,serve,,,,,
5,Greg Rusedski,285.5,58.4%,79.7%,53.4%,87.1%,10.5,3.6,2001,serve,,,,,
6,Pete Sampras,283.8,60.2%,78.2%,52.1%,86.4%,12.3,5.4,2001,serve,,,,,
7,Gustavo Kuerten,281.2,55.8%,76.8%,54.9%,86.6%,9.3,2.2,2001,serve,,,,,
8,Andre Agassi,280.1,66.4%,72.8%,54.0%,84.2%,5.0,2.3,2001,serve,,,,,
9,Ivan Ljubicic,279.4,55.9%,76.9%,53.0%,85.5%,11.0,2.9,2001,serve,,,,,
10,Max Mirnyi,277.4,60.8%,77.3%,51.2%,83.0%,8.8,3.7,2001,serve,,,,,
11,Roger Federer,274.9,59.6%,74.4%,52.6%,83.4%,8.0,3.1,2001,serve,,,,,
12,Younes El Aynaoui,274.8,63.9%,71.8%,52.4%,82.6%,6.9,2.8,2001,serve,,,,,
